text,group
A job also gives you a sense of purpose and accomplishment.,Unassigned
I feel like it more than just a way of earning money cause you need a job to be able to survive to take care of your bills,Unassigned
I HAVE MADE GREAT FRIENDS AND ASSOCIATES ON MY JOB.,Unassigned
Some job hold a real purpose and are more than work,Unassigned
"A job is the means of making ends meet, you can enjoy the job regardless of what you do, it's something that has to be done and whatever you do, do it well.  A career today is maintaining the ability to stay with.",Unassigned
"A job is a source of income to support your personal life. You should not mix personal and professional life, this does not cause a good balanced between work and life",Unassigned
A job is another aspect of my life where I can establish relationships and learn new skills.,Unassigned
A job is using your energy to do something that you enjoy and are good at while earning income to support yourself and your family,Unassigned
"A job should not only provide income, but be meaningful and provide something to yourself as well as others",Unassigned
"My job especially feels as if the only purpose and incentive to work is for money, although the benefits are necessary as well",Unassigned
A job is and should be more than just the money.  You should be able to enjoy what you do and be proud of it.  Your work should be a part of you.,Unassigned
"Well for some people that is true, depending on the person, depending on the job. Some people, lucky ones, have jobs that give them personal satisfaction. Some people have jobs where they feel they are making a positive difference in their community. But not everyone is so lucky, and since we need money to live, some of us have to take what we can get.",Unassigned
Its a way to live with basic items so you can survive,Unassigned
That’s just what it is,Unassigned
I’m not sure what the statement means,Unassigned
I like to work right now. I like the people and the routine and the challenge.,Unassigned
I get paid for things that I would do anyway.,Unassigned
Because I look at my job has just earning money. I like it enjoy but I’m ready to retire.,Unassigned
If you enjoy what you do it's more than a way of earning money. If you don't care for your job it's just a way of earning money.,Unassigned
To work for only money is empty. Ones work should reflect their priorities,Unassigned
"A job is a way to earn money, but it is also an opportunity to make an impact in your community.",Unassigned
If you think that way you have an issue.,Unassigned
Because you can't live without money?,Unassigned
A job should be done to the glory of God and the good of others.,Unassigned
"You can enjoy your job, feel like your adding something to world or fulfillment",Unassigned
"It's partially right to me. You go to work to survive. You pay your rent, buy food, gas, etc.Thats it. There are other benefits of having a job but it's mostly to make a living",Unassigned
I think a job can also be a good way to gain experience and it would ideally be something you enjoy doing however that doesn’t happen often recently so right now it is almost only a way to earn money,Unassigned
A job also teaches you responsibility and socialization,Unassigned
A job is a life experience. You can socialize and learn new things while making money.,Unassigned
I disagree because as you work you learn the more you learn the better you are off later in life when it comes to issues problems and even solutions,Unassigned
Because that’s what it’s for,Unassigned
It's important.,Unassigned
Companies don't care about you like a family even when they say you are,Unassigned
I personally value money over work quality. Obviously I would prefer a job I liked that payed well but I value money over enjoyment.,Unassigned
you need a job so you can earn money to sustain yourself or your family,Unassigned
I think that it is also a learning experience,Unassigned
It's a way of life if you ain't working u ain't living,Unassigned
I am giving my time in exchange for money.,Unassigned
Because the job is a place where you can be part of a team in part of a number and I also earn money so that's why I say it's not just a place to earn money it's a place to become part of something great a reorganization,Unassigned
I disagree because it's more to a job than a paycheck. I agree because working at the end of the week you're supposed to get a paycheck.,Unassigned
you go there with the understanding you will get paid for your services.,Unassigned
"Earning money of course but you can learn, learn another, it's up to you",Unassigned
Because that’s what u work for to get money,Unassigned
I work because I have to not because I enjoy it,Unassigned
It is but also it could be more rewarding than just for money.,Unassigned
You need to enjoy what your doing,Unassigned
I come to work to pay my bills.,Unassigned
We need to pay our bills. But I would love to being doing other things.,Unassigned
Because American work culture doesn’t allow for passion or enjoyment just squeezing as much out of you as you can,Unassigned
"While the primary purpose of employment is to generate an income, there is more to it than just that. There are other facets to work (i.e. Personal development, professional development, networking, etc) that can provide value to an individual. Additionally, a job can be a way to fill time. You can only do so many things within a 24 hour period before getting bored. Work can fill some of that time.",Unassigned
Love the job I have,Unassigned
"Love the people I work with, but would rather not have to work at all.",Unassigned
We get paid to only spend it,Unassigned
You got to have money to support family an needs,Unassigned
I'm not interested in moving up or making a career out of it. Just need to pay the bills.,Unassigned
Because it’s true but pride also matters when doing a job,Unassigned
Other than that there’s no need for you to have ine,Unassigned
You need monet ti survive in this economy,Unassigned
I enjoy my job and like my coworkers.,Unassigned
Because that’s what I believe,Unassigned
"I have been through several jobs, and every time have had horrible management. They have never given me a reason to be loyal.",Unassigned
A job is the way I earnoney otherwise I would be broke,Unassigned
Because job is a hobbie that also brings me money and joy,Unassigned
"I think just a basic ""job"" is pretty much only a way to earn money. Now, an actual career, especially if long term because it's something that you actually love doing, can be much more than ONLY a way to make money!",Unassigned
you work to live,Unassigned
So you can survive,Unassigned
It depends on the job if I like it or not but I need a job to pay my bills,Unassigned
It’s a way of life and expressing who you are because that way you enjoy what you do while getting paid,Unassigned
Yo make a living,Unassigned
It’s much more than that for me,Unassigned
 A job is not just where to make money you meet good friends at a job you make contacts out of job,Unassigned
"I work to earn money. I don't enjoy work, or going to work.",Unassigned
"because it is, to make money",Unassigned
it is a way of earning money but you have to like it too.,Unassigned
I’m neutral towards it,Unassigned
"A job is a way to learn a trade, to hone your skills and to make money",Unassigned
Is a job is a job and a career it's something you work at,Unassigned
That’s just how it is. You have to have a job you have to earn money in this is how you do it.,Unassigned
nothing in particular,Unassigned
Because it helps pay bills and get food to eat,Unassigned
When you try to make friends at worth it causes drama work is work nothing else or it shouldn’t be.,Unassigned
It should only be used to survive and not become your entire life,Unassigned
"The job I currently have is. I applied for jobs in the field I have a degree in, but because I have a felony no place in that field would hire me, so I settled for the job I currently have until I can get one in my field of choice.",Unassigned
A job should be an agree. Helps you part of yourself. Part of your life.,Unassigned
I believe work can be both financially and emotionally fulfilling,Unassigned
If I wasn't making money to be there I definitely would not be,Unassigned
"it is a way of just making money, yes. but having  a job is also to gain more skills and knowledge",Unassigned
I enjoy it’s my fun too,Unassigned
"My work consists of teaching mathematics to high school students. I view my work as a sacred mission. It is not mere work for pay but a mission in building lives of the young, helping them achieve according to their best abilities.",Unassigned
A job is my income,Unassigned
I spend a lot of time at work I need to do the best I can while I am there,Unassigned
A job can keep your mind stimulated and feel fulfilling,Unassigned
My job is important I keep people safe,Unassigned
"That's the reason why we work. It's also to enhance a career,.but it's always about the money.",Unassigned
No room for growth,Unassigned
"Personally, my job is an outlet for my passion in which I find fulfillment and purpose.",Unassigned
Well you have to work if you want money. You need money to live and survive.,Unassigned
People should take pride in there jobs,Unassigned
Because without a job you won't be able to pay your bills,Unassigned
Because it's just a job. Not my life.,Unassigned
It also promotes self-worth,Unassigned
"I agree that a job is just a way of earning money because, where I live, it’s just something we have to do to survive. I don’t get any personal satisfaction out of my job, and would go without it if I could",Unassigned
"I like to say.. I work to live, I don’t live to work. But I have coworkers that I appreciate so I know it’s kinda more",Unassigned
A job is to make money a career is making money plus enjoying what everyday,Unassigned
I do not make work my main priority in life because we all eventually die. To me there is more important things in life.,Unassigned
It is nice to have (and important) inspiration at work and enjoy what you do.,Unassigned
I think with my job specifically i feel this way. With other professions it is somewhat different.,Unassigned
Some people win the lottery and some people have to work,Unassigned
It’s working and being proud of the work,Unassigned
Because I enjoy the work I do,Unassigned
It’s more of your second family,Unassigned
I am at the highest in my field,Unassigned
"It is a way t earn money, but also a way of meeting other people, developing work relationships with the folks you work with.",Unassigned
Because for me my job right now is just a way to earn money,Unassigned
That's all depends if your job is your dream job or not,Unassigned
It's a dog eat dog world working for someone else,Unassigned
"A job is a place to meet people and have a way connecting to many people_x000D_
",Unassigned
Because I like to work from home for myself. Own time,Unassigned
"It's what you do. You need something, so you go out and earn it.",Unassigned
A job will take your life if you let it. A job needs to be treated like it's a place where you make money because you wouldn't be there if you didn't,Unassigned
Sometimes I think your job overworks you and you do stuff that you should get paid for but don't,Unassigned
A job can also be a very good career,Unassigned
I used to think a job was more of a career. But after the place and career I gave more than 30 years of my life to just sold out as part of corporate America I don't feel that way anymore.,Unassigned
i strive to do the best job i can. I believe that the people i work with are a great lot of people. we all seem to work well together. we can get the job done and enjoy ourselves joking  and talking while doing it,Unassigned
It can be rewarding for some people sometimes,Unassigned
Working to help to be a productive member of society is a normal thing to do.,Unassigned
I dont need friends I need money,Unassigned
It's a way of making friends as well as money.,Unassigned
Sometimes you do what you have to do but I would prefer to work for more than the money.,Unassigned
"I wish it was more than that, but as of right now that's how it feels.",Unassigned
Money is a man made thing. We could easily do something like trading to get what we need.,Unassigned
A job is more leaning in a career move.,Unassigned
"i meant to say somethat agree , although money is the most important thing about working for me i also think you should enjoy what you do and you should learn something new so you can help make the purpose stronger .",Unassigned
You should be happy with the job you’re working at. Your mental health is important,Unassigned
All jobs want you to work for them with very little money,Unassigned
A job you love is also an opportunity to grow.,Unassigned
It the truth,Unassigned
I would much rather do something else as a living to earn income.,Unassigned
You just earn money you also sometimes make new friendships,Unassigned
You get to meet new people. You get to interact and bring your value to your customer's. You learn life skills at work.,Unassigned
That's why we work to pay bills.,Unassigned
I like my job,Unassigned
I learned a lot through my job and have met many wonderful people.,Unassigned
I took my job without any experience in my line of work. I am now experienced with hands on training and can use that knowledge to seek better opportunities in the future,Unassigned
It shouldn't be the most important thing in your life.,Unassigned
"I believe the primary purpose of a job is to earn money, particularly in the way our society has been constructed. But I also believe a job should be something enjoyable and worthy if possible.",Unassigned
Because a job can be fun and interesting,Unassigned
Because money is the whole reason as to why we have to work,Unassigned
the only reason i get job/s is to earn money to live. thats all it is,Unassigned
"I wouldn’t choose to work if I didn’t have to, it’s just a way to pay my bills",Unassigned
we work in a job to earn money so that we can take care of ourselves and family.,Unassigned
Job teaches skills and help build character.,Unassigned
When you work a full time job. 40 hours plus. You make relationships with the people you work with for that amount of time. I also feel it’s your mindset coming into the job or how you get along with your coworkers.,Unassigned
"A job can be a passion or a hobby for some people, or it could be an escape, therapy. Everyone isn’t looking at it as a financial necessity",Unassigned
"Some jobs have value to them and are rewarding. For example, lawyers may be helping clients who can't help themselves",Unassigned
"You need a job to make a living, but I also feel it’s important to have a job where you feel like you make an impact.",Unassigned
A job gets you money and you are lucky if you have a job you like.,Unassigned
I work with kids so it’s a little bit more than just making money,Unassigned
Most of the time you dont get along with your coworkers but i happen to love mine,Unassigned
I'm the type of person that believes you have to like the type the work that you do. I enjoy working with PC's and servers and I look at my job as a career.,Unassigned
I only work at my job for the pay which isn't great. If I had another job lined up I'd leave. The company is all about themselves and not about the employees. They have no concern for employee safety.,Unassigned
You want to believe in what you are doing and enjoy going to work everyday,Unassigned
Usually I hate my job.,Unassigned
A job should be doing something you love and enjoy doing but getting paid for.,Unassigned
It’s a vehicle to allow me to eventually use my time how I want,Unassigned
"In order to earn earn his money, do you have to work and honest job to make an honest living",Unassigned
Capitalism sucks.,Unassigned
Because you either work to earn money or run your own business to earn money to survive.,Unassigned
it’s something temporary to get you by but a job is not a passion,Unassigned
It helps pay the bills,Unassigned
Jobs used to require skill but now it’s just based off of demand as needed for a job so I find it less rewarding,Unassigned
I think a job should be more than just the money. Otherwise you’d go crazy,Unassigned
A job can be a career,Unassigned
"You can not ""enjoy"" or ""have purpose"" in your job, but earn money to fund ways to do so.",Unassigned
"I dont strongly agree because it comes with more than just that, like experience and skill learning. However, it it a main factor_x000D_
",Unassigned
It gives me a purpose in life,Unassigned
I think it's a way to give back to the community and grow as a person.,Unassigned
It is a daily life commitment. You should learn something new every day.,Unassigned
Depends on the position and fulfillment,Unassigned
The statement IS the description. I am a nobody little cog in a giant tech company.,Unassigned
"While you earn money, it's not ""just a way""",Unassigned
"Money is important, but I have found purpose in my job. I thoroughly enjoy it.",Unassigned
Because it’s your whole lively hood,Unassigned
Everybody gets a job so they can live. I’ve never heard somebody say they have a job just for fun.,Unassigned
"A job can also help you find a sense of purpose and help you grow as a person, depending on what you do and where you are in your life",Unassigned
"The job is a way to earn money, but it’s much more than that. To me, it’s making an impact on someone’s life.",Unassigned
I believe a job is more than just a way to earn money. Although it is a way of earning money I believe it also is something that you should be passionate about and always trying to be more efficient and improving your role in your job.,Unassigned
"For some people work is an identity and part of who they are. For others, it's just a way to make money. Different people will have different responses across the board.",Unassigned
It’s an important source of income,Unassigned
I enjoy the work and the challenges that come along with it,Unassigned
"Becuase you can learn a lot at a job. Meet a lot of new people, and gain a lot of experience.",Unassigned
"If you enjoy your job, it doesnt have to be just a way to earn money, its your way of life.",Unassigned
A job stands for just over broke meaning you will only make what the company wants you to make & no more. Not my type of lifestyle,Unassigned
A job can provide entertainment and a sense of purpose.  Work families can exist and support each other.,Unassigned
Opportunities for advancement and finding skills you thought you had before.,Unassigned
I have a good job that pays extremely well.  I don't like it....but I am good at...,Unassigned
I work to make a living,Unassigned
We spend so much of our lives at work.  If you feel this way about your job that it likely isn't the career for you and you should work to improve yourself to find a job that you enjoy.  I am very very fortunate and work for an amazing company doing a job that I truly enjoy.,Unassigned
A job is just an agreement to perform tasks for pay. Whether or not it aligns with any passions of mine does not change the definition,Unassigned
"I used to identify myself heavily with my career and while I still have the same work ethic, I am so much more than that. I have more to my worth than what I do for a living.",Unassigned
hopefully your job is something that interests you,Unassigned
"If I had another source of income,  I most certainly wouldn't go to work",Unassigned
it's a way of contributing to God and man's causes,Unassigned
"I am a retired teacher, but I work as a substitute because I enjoy it.  I really don’t need to work, but I choose to.",Unassigned
There is enjoyment in what I do...I get a sense of accomplishment on doing a good job,Unassigned
Should be more- some fulfillment,Unassigned
Yes it is a way of earning money but it also a way for people to live and survive,Unassigned
we are to glorify God in our vocations and work unto the Lord,Unassigned
"No matter what you do for a living, eventually it becomes just a job. Therefore it's better to get a job that pays for what you love, than to get a job doing what you love.",Unassigned
"You need to be invested in your work. If a job is just a way of earning money, there is no reason for you to be doing it. Another person could be hired to replace you.",Unassigned
A job can be your way of expressing yourself to the world. It can make you feel creative and useful.,Unassigned
"A job is typically a means to an end. It provides one with funds to be able to pay their bills, necessary expenses, and anything else they may want to do, whether that be a hobby, passion, or interest.",Unassigned
"Because I can't speak for everyone, different jobs range wildly in terms of this, and for different people? Are you asking whether my *personal* job is just a way of earning money, no more, for me personally? If so, then yes, strong agreement on that as far as me and my own personal job.",Unassigned
No one wants to work for free,Unassigned
"We all can find ways to bring purpose to working (hobbies, keeping a home, etc) but when those are applied for profit, it really just becomes contractually for financial gain",Unassigned
It can be a passion,Unassigned
"because it is a way and means of earning money for the basic things I need in life,not really any benefits to it other than basic survival.",Unassigned
I think having a job should be a deeper connection than just a paycheck,Unassigned
You should be passionate about your job,Unassigned
"Jobs are only for making money, I feel no loyalty to my employer as they do not for me and can fire me on a whim.",Unassigned
Supporting your family,Unassigned
"Some jobs are nightmares as well_x000D_
",Unassigned
I don’t see a job as part of my identity,Unassigned
"It's the majority of your time, so you need to enjoy what you do.",Unassigned
if you put too much into work it will detract from other areas of your life,Unassigned
"Cause, what else do you do for a it? Just make money: I go in not to make friends. Just work and get the day over with. If I worked remote; I’d be happy.",Unassigned
Transaction,Unassigned
I work at fed ex yo,Unassigned
i consider my job a career,Unassigned
Your job should benefit you in more ways than just earning you money. Making a difference and able to provide a service that benefits your community is important too.,Unassigned
It's a way to make a living.,Unassigned
Because I’m not emotionally attached to the job and without money wouldn’t be there,Unassigned
"I think jobs can also give you a sense of purpose and be fulfilling, but at the end of the day, it’s still a job. The primary purpose is to make money.",Unassigned
"If I was making money without having to work, I would not work",Unassigned
you can get a certain amount of satisfaction and fulfillment from a job.,Unassigned
It’s not all about money at the end of the day although I wouldn’t work for free,Unassigned
"if you have a job you enjoy it is not just a paycheck, if it something you do not enjoy then it is just a paycheck.",Unassigned
You need to like your job or else it will make you miserable.,Unassigned
I don’t place my self identification in my wok.,Unassigned
It's inconvenient,Unassigned
I believe a job actually gives each individual self worth and a purpose.,Unassigned
"Because no work, no money",Unassigned
I think there are a lot of wonderful things to focus on outside of work,Unassigned
Work and life should be kept separate,Unassigned
"There are more important things in life than money, such as family affection",Unassigned
You need a purpose and it’s hard to find in a job.,Unassigned
"I guess it really varies depending on who you ask. For me personally, Im not passionate about my job. Its just a paycheck.",Unassigned
I have more important things in my life,Unassigned
A job is certainly a way to earn income but it is also so much more. You are doing something that you are learning from and challenging yourself. You may like it a lot and you may be miserable but your still learning new skills,Unassigned
because its on the day weather its a job or something else,Unassigned
"The reason why I answered the way I did it because you should like doing what you were working for. It’s not just a job, but my job is to help other people get better.",Unassigned
"Work is only one kind of life, and life includes many other things",Unassigned
Need job to survive. Employers don’t care about their employees,Unassigned
The job takes too much of your time. You have to have purpose,Unassigned
Work is also a great pleasure in life,Unassigned
Work is part of life and not just for money,Unassigned
I enjoy my job. I love my work family. I learn each day and enjoy communicating and helping people.,Unassigned
"I don't know how to make money in my job, but I can also meet different people and learn a lot",Unassigned
It’s gotta be something you enjoy,Unassigned
You need to like where you work to be happy,Unassigned
If everyone has all the money in the world no one would work,Unassigned
It all comes down to are you happy in your job or are you just there to earn a paycheck to provide for your family or somewhere in between,Unassigned
If I made more money than I could use in a lifetime I would travel the world with my family,Unassigned
Happiness can also be found at work.,Unassigned
If you love your job it’s more than earning money,Unassigned
"A job should provide some satisfaction, but is mostly income to fuel hobbies/outside of work interests.",Unassigned
They don’t care about their workers,Unassigned
Well in order to continue to make money you have to like what you do,Unassigned
without it we would not have money to live,Unassigned
"Working can bring me more knowledge and experience_x000D_
_x000D_
",Unassigned
"because it seems no matter what job you choose these days, you are not valued for your work",Unassigned
It’s money to some people but others also value and care about their job as well,Unassigned
It it wasn't for the paycheck I would not go,Unassigned
"To a large extent, they work to earn a living",Unassigned
Job is just to make money and a career is meaningful,Unassigned
"As much as it could be true that in my job I meet many new, more or less interesting people, as true is that I will probably not to go to work if I had enough money to live.",Unassigned
"Work is an important source of economy. When the family's economic source is stable, more and more work will be done on this job",Unassigned
Some jobs can be very fulfilling,Unassigned
Because work isn't my whole life. He's just a part of it,Unassigned
A job can be more. Some people live for their job. Others see it as just a paycheck. I think it is likely a little bit of both.,Unassigned
I don’t enjoy my job. It is strictly for the income for my family,Unassigned
Work is just a kind of training for yourself,Unassigned
"If you work just for the sake of money, lose the essence of life, work is a sublimation of life",Unassigned
Because I think work for money to live,Unassigned
Make more money and have a better security for the rest of your life,Unassigned
Work is part of life and we should be happy about it,Unassigned
I'm a teacher. It's not a typical job.,Unassigned
It can also be a hobby for work,Unassigned
You need money to survive,Unassigned
There are many ways to make moeny,Unassigned
Because work will also make me happy,Unassigned
"speak frankly_x000D_
",Unassigned
Life needs economy,Unassigned
A job is a way to make friends,Unassigned
That’s the only reason I work. To make money to pay bills and do stuff,Unassigned
"Work is a means to make a living, now work just to make money. No one wants to work if they earn enough money",Unassigned
I spend a lot of time working so it is a big part of my left and affects how I feel day to day.,Unassigned
"I’m lucky enough that my job is my passion and, while it does provide money, that’s not the only reward I feel I gain.",Unassigned
Because it’s kind of true.,Unassigned
Because one should take their Job seriously,Unassigned
You need to be able to put food on the table.,Unassigned
The main purpose of me working right now is to provide for my family,Unassigned
A job can be much more than that in some cases. It’s literally what you spend your time doing. It becomes a part of you and your role in contributing to society.,Unassigned
you need money to survive in this world,Unassigned
It's more complex than that.,Unassigned
There is always something you'd rather be doing. In a little way or a large way. But we need money.,Unassigned
"I think a job should be more of your life, yes you earn money doing it, but you have worked your whole life towards it.",Unassigned
I go to work to do a job and go home. I do not aspire to further in my company.,Unassigned
Most employers don't care about their employees so just go to work for the paycheck,Unassigned
"In the job that I am currently in, it is just a paycheck. I do not enjoy my job, but I do know that some people really enjoy their jobs.",Unassigned
A job is and should be a career to lead a good mark on society and help others,Unassigned
I really enjoy my coworkers and that work environment.,Unassigned
I like my job so it is more to me,Unassigned
I enjoy my job but at the end of the day I’m working to take care of my family.,Unassigned
Most jobs are not people's passion. While it may be fulfilling it really is just a paycheck.,Unassigned
I agree but don't fully agree. It's a job and a paycheck but you have to look at it more than just that.,Unassigned
First priority for me is supporting my family but you need to do a good job and contribute to feel fulfilled.,Unassigned
I take pride in my career.  It is my life’s work and is a point of pride; far more than a paycheck.,Unassigned
The main point of work is to earn a paycheck to care for your family and your business. I don't totally agree with the statement because you can get a huge amount of fulfillment from your work.,Unassigned
Because it is more than that. A job is a learning experience and a way to meet people,Unassigned
Because a job is a  way of earning money but it could potentially be something that is enjoyed,Unassigned
Jobs can also be meaningful platforms for one's purpose in life.,Unassigned
I enjoy my job it makes feel like I'm accomplishing something,Unassigned
There’s jobs that people have driven by passion,Unassigned
"It is a way to earn money of course, but hopefully it is at least tolerable. I don't believe a job has to be your passion though.  work to live not live to work",Unassigned
There needs to be intrinsic motivators for your job to be satisfying,Unassigned
"A job is far more than just a way to earn money. It is safety, security, sense of belonging, a chance to serve others",Unassigned
"The primary role of a job for a lot of people is to make money, but it can still be a way to make a meaningful impact on society.",Unassigned
i viiew  what i do for a living as much more than earning money,Unassigned
"It is who I am, what I am, and what God called me to!",Unassigned
"I think a job can be fun, I work with my sister and we have a fun time",Unassigned
You have relationships with co workers.,Unassigned
A job gives life purpose as well as a way to earn money and contribute to society.,Unassigned
"At this point in my life, money is way more important than career and imployers can care less about you.",Unassigned
It is much more than that. It is part of who you are.,Unassigned
I think a job should be fulfilling and something you like to do.,Unassigned
You just go there you do your duty and go home nothing more nothing left I'm going to job that mean something give me a reason to wake up,Unassigned
"While a job does provide you an income, it can also provide you with satisfaction, professional development to learn new things, and in the best of cases, friends.",Unassigned
Because some jobs are like that but other jobs you make friends and sometimes it’s like a family,Unassigned
A job could be someone’s passion of calling.,Unassigned
I believe God put me in the position I’m in to honor him with all that I do,Unassigned
If money wasnt a thing i wouldn't be working my job. I would choose to do many other things than my job if money wasnt an issue,Unassigned
"I work to live, not the other way around",Unassigned
I’ve learned to view a job like this because the best employees are worked harder and taken advantage of.  The people you know is the only opportunity for advancement otherwise there is no growth by having a good work ethic.,Unassigned
You have to like what you do but money is also a good thing,Unassigned
Because it's realistic work is about making a living,Unassigned
"Because work is more of an interest to me_x000D_
_x000D_
",Unassigned
I love what I do for others,Unassigned
Work gives life purpose and belonging,Unassigned
I enjoy what I do and it builds a skill I can use outside of work - though I also prioritize my family over work and see my work as a way to provide for them,Unassigned
Jobs should be fulfilling,Unassigned
At times it can be fulfilling but is mainly just a source of revenue,Unassigned
A job is also where you grow as an individual and make friends,Unassigned
No one would work if money didn't exist,Unassigned
"A job is not only a place to earn money, but to grow and learn.",Unassigned
"The general purpose of  job in the eyes of an employee is to make money, yes, but there is certainly more to it. It can build friendships that last a lifetime and you are at least contributing to commerce and society.",Unassigned
"It’s a way to earn money for sure but it’s also enjoyable and fun. But at the end of the day, you are working to make money and nothing more.",Unassigned
There are more opportunities connected to a job than just making money,Unassigned
The main point of a job is to get money to live so you don't have to be homeless.,Unassigned
A job shouldn’t be your life.,Unassigned
"a job is only for earning money, nothing more.",Unassigned
"There are a loro of other way to make money, like investememtz",Unassigned
Because sometimes you need to work jobs for money only not for enjoyment or fulfillment but because you need money,Unassigned
"A job should be a way to contribute, to express yourself, and use your skills and talents to forward the greater good",Unassigned
A school teacher needs to be emotionally invested in their job,Unassigned
"I think a job can be this, but the goal is to find a job that also has a purpose and is fulfilling. I've been fortunate enough to find that.",Unassigned
idk,Unassigned
I'd rather be going on adventures and enjoying my time in a enjoyable way. I work to earn money so I can eat and live in a home with a roof over my head.,Unassigned
Because your job should be something you enjoy doing not just something you show up to because you have to,Unassigned
Sometimes you can make friend at jobs,Unassigned
Because your work ethic says who you are as a man and as a person and it says a lot about you it's more than just,Unassigned
"a job should be something you enjoy doing everyday, to a point that it isnt a ""job""",Unassigned
"It is primarily so for me, but I know that is not the case for everyone.",Unassigned
My work pays off,Unassigned
Things are expensive,Unassigned
Your job can be rewarding. It also teaches valuable lessons on dedication and responsibility,Unassigned
Don’t mistake the irony of calling it “a living”,Unassigned
A job can be very fulfilling,Unassigned
"I have such high anxiety, that a job is a lot of stress for me.",Unassigned
__NA__,Unassigned
It is fun doing my job at times,Unassigned
i enjoy what i do,Unassigned
Spending time with coworkers,Unassigned
I get good clients sometimes,Unassigned
I enjoy working with my coworkers.,Unassigned
It’s very structured and routine,Unassigned
There is a lot of hurry up and wait in my job. So there are periods where it is very fun and periods of waiting around for answers that are dull.,Unassigned
"I am often involved in resolving difficult issues in ""gray"" areas",Unassigned
it's fun to help choose frames and help people see and feel better,Unassigned
"It's kind of boring and repetitive, but at least it's dealing with something I'm interested in",Unassigned
People do not typically seek out attorneys or a law office because they're in a particularly great place in their life. Something life-changing has happened or their planning their last wishes. It's not FUN.,Unassigned
I enjoy working with the students and collaborating with my colleagues.,Unassigned
I enjoy being outside and I enjoy running equipment,Unassigned
I have to interact with all kinds of people in which it can be humorous and informative to tragic.,Unassigned
its work not vacation,Unassigned
"Even with the occasional less-than-thrilling tasks, I find this job to be a good fit for me. I'm constantly learning and growing, and that keeps things interesting.",Unassigned
"I interact with a lot of different people, all of them are nice but only some are fun.",Unassigned
Employer often does cook outs and parties,Unassigned
Always,Unassigned
Make a positive difference,Unassigned
A few times a week. Maybe 20% of the time,Unassigned
I get to build creative opportunities that everyone enjoys.,Unassigned
Engaging with patients is fun every day,Unassigned
my work is mostly solitary busy work. not much to have in it,Unassigned
Greeting the regular players coming into the recreation center to play.,Unassigned
The employer's trust in me and the teamwork spirit,Unassigned
I do the same thing day after day,Unassigned
I take care of sick babies and do not have a relationship with my coworkers,Unassigned
Not fun its hard work,Unassigned
I have a chance to make real change in the outcome of the company,Unassigned
it is what i make it. i love helping my client.,Unassigned
Sometimes things don’t go well,Unassigned
"There are multiple requests to change priorities, which take the fun out of projects that are reaching completion.",Unassigned
"Most of the times teaching and interacting with the students is fun, while some other times, it can be very frustrating",Unassigned
It's fun,Unassigned
I get stressed easily,Unassigned
Laughing with my boss makes things better.,Unassigned
Goof around with coworkers,Unassigned
Some days can be stressful,Unassigned
I have the opportunity to shape the way my bank runs which I find fun,Unassigned
Being an executive is a soulless job that provides little benefit to the world,Unassigned
My coworkers and supervisor are good to be around and I like working with computers.,Unassigned
"I am a school secretary, a large part of what I do is create a positive atmosphere, which is contagious and fun! Plus I spend time with kids, who are fun, funny, and sweet. Plus working at a school we have pajama days, assemblies, and do loads of fun things.",Unassigned
I don’t find working to be fun,Unassigned
It's mostly stressful,Unassigned
"Because sometimes we meet customers who are very fun to be with and it makes the work more enjoyable. Also,my colleagues and I have a way of making our job fun",Unassigned
I work in the news and some days it’s just boring,Unassigned
my job is very stressful,Unassigned
I'm a instacart driver,Unassigned
sometimes it's fun and sometimes it's rather awful,Unassigned
Work is work not fun very stressful,Unassigned
Sometimes could be fun,Unassigned
Para mi limpiar baños trapear pisos no es divertido en absoluto,Unassigned
I like working with students in the lab.,Unassigned
"When I'm appreciated, I feel like I'm doing a good job.",Unassigned
"Appreciation lunches, bday party",Unassigned
No,Unassigned
I get to travel,Unassigned
Some customers are interesting to investigate for fraud,Unassigned
I like what I do overall,Unassigned
"I work with people who tend to have complicated medical issues. Working with them isn’t necessarily fun, but it’s interesting.",Unassigned
When not being pressured,Unassigned
"It’s only fun because of my coworkers, not the job itself",Unassigned
"I do admin work, and the part of my job that is ""fun"" is applying payments to open invoices.",Unassigned
"We serve survivors of domestic and sexual abuse so it is not always ""fun"" but sometimes my coworkers and I can find some fun in other aspects of the work.",Unassigned
"I work in a historic home. People are happy to be there. They appreciate all my knowledge. I work with other friendly, history loving, people.e",Unassigned
I have great camaraderie with my colleagues. I also have almost total autonomy.,Unassigned
Boutique 75 percent,Unassigned
"I worked with family, so is always fun.",Unassigned
"Company is strict when it come to production, meaning that your main responsibility is to stay at your machine and keep making and maintaining the machine so it produces a certain amount of product",Unassigned
When a candidate is selected for a position that seems truly thankful for the opportunity. Fun to be a part of.,Unassigned
When people just let me teach the students and students want to learn.,Unassigned
i work with kids,Unassigned
"Mostly, it's just work. I'm part of a small department of people who mostly work independently",Unassigned
I enjoy my team and working with teenagers can be amusing and humorous,Unassigned
Daily.,Unassigned
i like working with people,Unassigned
I find it interesting in my daily work,Unassigned
Sometimes work just sucks.,Unassigned
helping people can e fun,Unassigned
I do not find my passion in this work and I wish to change it,Unassigned
When I meet a cool person and we get to chat,Unassigned
Can get a little hectic at times,Unassigned
I enjoy what i do. So it is fun.,Unassigned
