text,group
Nothing I can't imagine being sad that I could work on my ideas and build my projects instead of focusing on making some rich a hole a little richer.,Unassigned
The social aspect of working,Unassigned
Being apart of a team and accomplishing the goals and projects we have,Unassigned
"My interactions with people, and having job security. I'd probably miss my home as well because I imagine I'd be sleeping in the woods in a matter of months if I lost my job.",Unassigned
Solving problems and being able to get things done,Unassigned
I like the community in my work environment and the opportunity it gives me to experience the world.,Unassigned
The opportunity to learn new things and make a differenct,Unassigned
I'd miss making money. I enjoy seeing some of my coworkers but I work to earn money- that's the main reason.,Unassigned
"I enjoy the little things my work offers the ahppiness to be around different patients, the talks the friends with co workers the all around sense of well being",Unassigned
"I would miss talking to my co-workers and being able to influence, if only in a small way, the policies and practices in my office. I have taken pride in seeing patterns in the data at work that have escaped the eyes of our client.",Unassigned
Getting up early and supporting a good cause,Unassigned
Some of my coworkers,Unassigned
I wouldn’t miss anything at all. I would love to stop working.,Unassigned
I think I would enjoy not working. It would relieve a lot of stress,Unassigned
Accomplishing something meaningful.,Unassigned
I would miss the income. I am already living paycheck to paycheck so I can not afford to miss any work.,Unassigned
The financial security,Unassigned
My colleagues,Unassigned
I'd miss the salary. I don't get much joy from going to work every day but it is necesarry,Unassigned
My paycheck,Unassigned
trying to help people advance there career and seeing it happen right in front of me! Very cool feeling!!!!!!!!!!!!!!!!!!!!,Unassigned
Nothing I hate my job,Unassigned
my friends,Unassigned
I won't miss anything,Unassigned
Having purpose..although I would still find that some place else if I didn't have to work,Unassigned
Seeing the results of my daily work. There is a lot of satisfaction in my work. I would miss the people that work with me.,Unassigned
My paycheck. It would be detrimental to my family,Unassigned
Probably nothing as I will retire in less than 2 years,Unassigned
there is nothing,Unassigned
Being able to guide people in time of need.,Unassigned
my sense of feeling accomplishments in a working environment.,Unassigned
The interaction between myself and my associates,Unassigned
"The comadorie, structure",Unassigned
The friends I have made and helping people,Unassigned
"A schedule to keep, the paycheck & communication with people",Unassigned
Work friends,Unassigned
The socialization and my purpose.,Unassigned
The finished product,Unassigned
I would miss knowing I helped someone daily. I'd miss my work family and the social aspect. Being busy with something you like.,Unassigned
I would miss the purpose I get,Unassigned
I'd miss the income. I would find other things to take my time.,Unassigned
"Money, contacts",Unassigned
my work,Unassigned
My clients,Unassigned
Interacton with my coworkers,Unassigned
"I like to decide and take responsibility, it gives me energy. I like to stay in the action",Unassigned
The rate of pay I receive..plus the medical insurance,Unassigned
Filling my day with a productivity.,Unassigned
just to mix up the day,Unassigned
The feeling of actually helping people,Unassigned
Sadly its the financial income that pays the bills,Unassigned
The interaction between me and my colleague at work,Unassigned
My colleagues at work,Unassigned
Being around the guys I work with now,Unassigned
"The free wifi,the earnings,most friends,the food",Unassigned
other than the income?... having an interesting project to work on,Unassigned
I miss d people I work with,Unassigned
Getting my pay check,Unassigned
Joy,Unassigned
I would miss having an income as we need money to survive in a capitalist economy,Unassigned
MY CO WORKERS,Unassigned
I would miss having a steady routine and paycheck.,Unassigned
Being able to pay bills.,Unassigned
How to pay my bills,Unassigned
Getting up every morning to go work get this money,Unassigned
Definitely the people around me. They make my job enjoyable.,Unassigned
Working with my students.,Unassigned
helping customers & getting paid,Unassigned
A weekly paycheck,Unassigned
I would miss having an apartment to rent and having food,Unassigned
having a regular schedule each day,Unassigned
Interaction with coworkers,Unassigned
Being out,Unassigned
Meeting different people daily,Unassigned
Depends if I would have money in this scenario.,Unassigned
I would really only miss some of the people that I work with.,Unassigned
Just interacting with people,Unassigned
Being able to provide for my family,Unassigned
stop seeing my coworkers.,Unassigned
"The pay, when I work I can pay my bills and when I don't I can't",Unassigned
Taking care of my wife also my client,Unassigned
"Creating. I love creating things from scratch without too much help, just from the mind.",Unassigned
Having something productive to do with my time.,Unassigned
A sense of being needed,Unassigned
Mental growth,Unassigned
Developing new skills,Unassigned
interaction with friends and peers at work,Unassigned
Helping others have a fulfilling life,Unassigned
Feeling valued and appreciated for my contributions and achievements and great relationships with my colleagues and superiors.,Unassigned
I'd miss making money. You can't survive without money.,Unassigned
I would miss the satisfaction I get from my work and the sense of accomplishment that I get.,Unassigned
Interacting with people,Unassigned
Coworkers and families at the post office,Unassigned
The hunt for products to sell.,Unassigned
I would miss getting to create beautiful things as a mason,Unassigned
Socialism,Unassigned
The people /coworkers,Unassigned
Getting out the house and meeting new people and keeping busy,Unassigned
My good friends at work,Unassigned
"I take pride in doing my job well, above expectation. That's is for my own personal satisfaction. I would miss that most.",Unassigned
Working with people,Unassigned
Sollary,Unassigned
Being active,Unassigned
keeping busy,Unassigned
The job itself,Unassigned
"If I were to suddenly stop working, I think I'd miss the sense of purpose and accomplishment that comes from tackling challenges and making a meaningful contribution. The most joy and satisfaction in my work come from problem solving, collaborating with others, and seeing the impact of my efforts on the outcome.",Unassigned
Don't really know.,Unassigned
I will miss the companion with colleagues and being able to express myself freely is one joy I get about the job,Unassigned
Pay check. Exercise.,Unassigned
Being around my coworkers,Unassigned
Independence,Unassigned
My Achievements in work and the money,Unassigned
A place of my own to live in. That is the only reason that I work. To keep a roof over my head and food in my belly. There's not much joy or satisfaction in my work currently..,Unassigned
The comfort and the joy of working with wonderful people.,Unassigned
The great colleagues and Maintaining a healthy work/life balance,Unassigned
The driving part,Unassigned
Companionship,Unassigned
I would miss my co workers,Unassigned
"interacting with people, having a purpose, using my skills, getting paid",Unassigned
i'd miss earning money,Unassigned
Feeling like im working toward some goal,Unassigned
Satisfaction,Unassigned
Vending machine purchases 😁,Unassigned
You can have everything and it can be taken away with a blanket of and eye so I don’t agree with that one.,Unassigned
Opportunity,Unassigned
my co-workers,Unassigned
The feeling of making your own money,Unassigned
"Everything. The people I work with, knowing I'm appreciated for doing a good job",Unassigned
Knowing I’m helping others.,Unassigned
Interaction with clients,Unassigned
making a differdnce in my community,Unassigned
"I think I would miss interacting with people on a regular basis the most, other than that there in nothing that I would miss",Unassigned
Doing good with myself.,Unassigned
I will lose my salary and my relationship with my co-workers,Unassigned
feeling of productivity,Unassigned
Enjoying seeing my customers,Unassigned
Getting up everyday and going to work being sociable,Unassigned
I would miss some of the people. That's it.,Unassigned
Seeing the students and the colleagues I love and enjoy seeing each day.,Unassigned
Serving my customers better.,Unassigned
Id miss a few people for sure but other than my paycheck nothing,Unassigned
I would miss helping children and learning from them,Unassigned
Bringing joy to other people.,Unassigned
"Obviously, the money. I do enjoy being around people As a mother of young twins, I don’t spend too much time with adults so I would definitely miss the socialization",Unassigned
nothing to be honest,Unassigned
Paychecks,Unassigned
Working work my hands,Unassigned
The Customers,Unassigned
Getting a regular paycheck,Unassigned
Maybe having a set routine and more interaction with others.,Unassigned
"I just like having somewhere to go, and something to do that I can see the results of.",Unassigned
I would miss some colleagues,Unassigned
"Having coworkers to talk to, feeling like I belong to a group and not feeling so alone.",Unassigned
I would miss solving problems for companies.,Unassigned
"Having a reason to wake up and get out of bed at any hour of the day due to being called at work. Satisfaction of adjusting my life around my work schedule, and getting things done around my work schedule.",Unassigned
I'd miss the a/c lol,Unassigned
I would miss doing something that I liked doing. Then I would miss the people I worked with.,Unassigned
Justice,Unassigned
I have a number of interests and pursuits. My specific job is not what I derive meaning from.,Unassigned
Friends and funny moments,Unassigned
The feeling of accomplishment. I take pride in my work and enjoy the feeling of accomplishment when I complete a project or task successfully.,Unassigned
Everything. I have to work,Unassigned
"Seeing my directt impact on patients, our positive impact on their lives",Unassigned
salary,Unassigned
Eating and having a place to live,Unassigned
a feeling of accomplishment.,Unassigned
Creativity and achievement,Unassigned
The schedule - being busy,Unassigned
working.,Unassigned
I wouldn't miss anyone,Unassigned
"Not much, am ready to retire, if I could afford it",Unassigned
A job done well and to the best of my ability; being part of a team effort.,Unassigned
I would miss the people the most.,Unassigned
money-sense of accomplishment,Unassigned
Getting to find creative ways to fix problems.,Unassigned
Income to pay bills,Unassigned
"If my finances were still in order, not much",Unassigned
The money I am paid.,Unassigned
"my own financial independence, adult conversation",Unassigned
Colleagues,Unassigned
"I fell helpful at my job and valuable, also i help my family to have better life conditions",Unassigned
Colleagues at work.,Unassigned
Talking to people,Unassigned
socialization and the pay check,Unassigned
Interaction with co-workers,Unassigned
Sense of purpose,Unassigned
socialization with my coworkers,Unassigned
"Nothing, i would love to not work anymore",Unassigned
Interaction with patients,Unassigned
Interacting with others,Unassigned
I wouldnt miss anything,Unassigned
satisfaction of heloiong biusinesness,Unassigned
not really sure - never thought about it,Unassigned
great much more a lot,Unassigned
I would really miss the people I work with they are like family,Unassigned
financial independence,Unassigned
Community and socializing,Unassigned
"my co-workers, maybe sense of purpose",Unassigned
Flying,Unassigned
The coworkers and the students especially,Unassigned
The routine of working and being able to help people.,Unassigned
"The social aspect, routine, and making money",Unassigned
"some of the people, the camaraderie",Unassigned
Seeing my students succeed,Unassigned
Involvement in real estate,Unassigned
The ability to work on projects that have meaning for me,Unassigned
I would miss my co-workers.,Unassigned
"The environment, socializing and making money!",Unassigned
Not a lot that I would miss really.,Unassigned
being a mentor,Unassigned
Socialization and challenges presented by my occupation,Unassigned
A sense of accomplishment,Unassigned
the people I work with and traveling,Unassigned
Nothing. Ready to retire.,Unassigned
I would miss the income and also feeling that I am contributing to something important,Unassigned
I’d miss the paycheck. Most joy comes from getting getting up daily and having a job to report yo,Unassigned
the accomplishments and team building at my job,Unassigned
The other workers,Unassigned
my co-workers who are fun,Unassigned
I would miss the predictibility,Unassigned
I would miss my coworkers and my sense of satisfaction.,Unassigned
The day to day interaction with co-workers and moving the mission forward,Unassigned
sports,Unassigned
I am not sure.,Unassigned
The kids I work with,Unassigned
I would miss the interactions with my clients the most,Unassigned
I would miss my everyday work friends,Unassigned
I would miss the income from my job.,Unassigned
The camaraderie with coworkers and having purpose.,Unassigned
The income and health insurance,Unassigned
keeping my mind busy,Unassigned
Social interation,Unassigned
The social interaction,Unassigned
Keeping current with my industry.,Unassigned
salary and benefits,Unassigned
Final results of my job actions.,Unassigned
Work culture and floor,Unassigned
I would miss a daily routine and finding joy in what I do everyday at work,Unassigned
I wouldn't be using my degree anymore,Unassigned
helping kids,Unassigned
Feeling Appreciated,Unassigned
Daily relationships,Unassigned
Nothing I hate working,Unassigned
It would hurt financially but it would be nice,Unassigned
I would most miss the interaction with kids,Unassigned
The sense of accomplishment from the work itself,Unassigned
the work and schedule of the time,Unassigned
information IT,Unassigned
Working with my colleagues and continuing to learn and develop additional skills.,Unassigned
Only thing I would miss is the paycheck,Unassigned
Seeing people and talking to them,Unassigned
My team and times we spend together,Unassigned
"I lovey job and getting retired early is a priority, I will surely miss the entire brand",Unassigned
My friends i made,Unassigned
The teamwork.,Unassigned
The sense of contributing to a common and shared team and organizational goal.,Unassigned
I’d miss the paycheck. And I’d miss some of my coworke,Unassigned
Eating good food,Unassigned
I will miss my manager. I would miss my job. And I will miss my colleagues,Unassigned
Helping unfortunate victims.,Unassigned
Seeing adults everyday,Unassigned
The feeling of accomplishment.,Unassigned
I would miss nothing.,Unassigned
I would miss being able to help and contribute to a team towards a common goal.,Unassigned
My job gives me a lot of satisfaction.,Unassigned
Feeling value and worth,Unassigned
Having that purpose,Unassigned
the friends at work,Unassigned
routine and friends,Unassigned
Interacting with peers and students.,Unassigned
My pay check,Unassigned
the additional income,Unassigned
I'd miss the people I work with and the achievments I feel come with my work,Unassigned
Making money and interacting with Colleagues,Unassigned
I am not ready to stop working,Unassigned
Interaction with other people outside of my family...,Unassigned
making money to support my family,Unassigned
Nothing. I am itching to retire. I do not get any satisfaction from work anymore.,Unassigned
Some fellow co-workers,Unassigned
Development,Unassigned
The people - the kids - the comraderie,Unassigned
certain schedule,Unassigned
the nature of the job,Unassigned
the people i work with,Unassigned
Self satisfaction in my work.,Unassigned
Community,Unassigned
I'd miss the paycheck.,Unassigned
Being able to see the results. The money.,Unassigned
the interaction with others,Unassigned
Intellectual stimulation,Unassigned
I'd be homeless so I'd miss having a home,Unassigned
Work that I’m doing,Unassigned
The sense of purpose and accomplishment and routine.,Unassigned
working with my peers,Unassigned
Interaction with others,Unassigned
I would miss the interactions with all the people I meet each day.,Unassigned
I would miss the money but mostly the people I interact with.,Unassigned
The money is all I would miss,Unassigned
Peers,Unassigned
A purpose to wake up and earn money to enjoy what I truly want to do in life.,Unassigned
The job itself keeps me engaged and I would feel bereft and ofcourse I will miss the money.,Unassigned
I would miss the people that I work with and I would miss not having something to do,Unassigned
Miss the people I work with at the office. We have a good office and field staff who truly care about our patients.,Unassigned
having a set schedule.,Unassigned
Taking my secretary on business trips,Unassigned
"I like the feeling of accomplishing something. That being said, I think I could feel that same sense of accomplishment doing something for myself.",Unassigned
The extra money and interaction,Unassigned
The sense of achievement and teamwork my job provides,Unassigned
I WOULD MISS MAKING MONEY AND A FEW GOOD FRIENDS. MOST JOY IS DOING SOMETHING I LOVE TO DO AND PROVIDING ANSWERS TO REQUEST.,Unassigned
I would miss feeling productive as far as the job is concerned,Unassigned
the most joy and satisfaction is helping people be well,Unassigned
satisfaction of a job well done,Unassigned
structure,Unassigned
The people that I work with and also the customers,Unassigned
I’d miss communicating with others and I’d missing feeling like I’m apart of something.,Unassigned
be in constant learning,Unassigned
Steady income,Unassigned
"Work, I truly enjoy working and my present position. Miss friends at work. I like to be busy.",Unassigned
Getting paid and social interactions,Unassigned
feel sad and unhappy,Unassigned
interactions with co-workers.,Unassigned
I really enjoy doing what I do.,Unassigned
I would miss the income and insurance benefits for starters. I would also miss the interaction with people and the and having the opportunity to convince them to buy something from me.,Unassigned
the joy of having work inline with my skill,Unassigned
SEEING AND TALKING WITH NEW PEOPLE EVERY DAY,Unassigned
Being around other people to collective produce something (results),Unassigned
Being with nice co workers,Unassigned
I'd miss the immediate income. Having stable income in order to provide for me and my family gives me the most joy and satisfaction from work.,Unassigned
My job,Unassigned
Doing what I love to do,Unassigned
the paycheck,Unassigned
Helping people in general,Unassigned
Helping develop young people for their future.,Unassigned
honestly just the paycheck. I would love the freedom if I had the financial means.,Unassigned
"I work to pay bills, nothing more",Unassigned
Chatting with my co-workers.,Unassigned
The students are my joy. Everything else is stress,Unassigned
the hard work and loyality to my job i miss most,Unassigned
Making my own money,Unassigned
Feeling a regular sense of accomplishment and knowing I contributed,Unassigned
The purpose and the satisfaction of working and being good at your job,Unassigned
The interaction with my co-workers and adult socialization.,Unassigned
The relationships,Unassigned
My colleagues I would truly miss.,Unassigned
"I'd miss being able to pay my bills and live the uncomplicated lifestyle that I've built for myself,",Unassigned
"the activities I do in my job, my colleagues and my abilities",Unassigned
"Seeing my coworkers everyday, and getting up and doing something productive with my day",Unassigned
Find another job,Unassigned
Socializing with co-workers and interacting with my patients,Unassigned
I would miss the income that I’m used to making,Unassigned
helping my friends....getting paid,Unassigned
"The work I do, my customers and my managers",Unassigned
I would miss having a structured schedule,Unassigned
I'm retired too,Unassigned
the things I can learn daily,Unassigned
seeing and talking to different people,Unassigned
Metting people and have power of desition,Unassigned
Sense of purpose and engaging my mind.,Unassigned
Nothing comes to mind. I enjoy my vacations and would have no problem with travel and puttering around the house as long as the money holds out.,Unassigned
I would miss the money the most,Unassigned
Spending time with other people.,Unassigned
just having a job,Unassigned
The money and customer Interaction.,Unassigned
Helping others. I get joy from making an efficient system and satisfied clients who have learned from their situation,Unassigned
Comradeare,Unassigned
Getting to make someone's day better,Unassigned
I'd miss having a sense of purpose and contributing to the success of a company.,Unassigned
I'd miss feeling useful,Unassigned
Socialability. Miss talking to people.,Unassigned
Free cell phone,Unassigned
I would miss the work family I have made over many years and the brain stimulation,Unassigned
Spend time. With family,Unassigned
having motivation to make money,Unassigned
being able to make money,Unassigned
the friendships and daily interaction with coworkers,Unassigned
Helping others achieve their personal goals,Unassigned
The social interaction with my coworkers and regulars,Unassigned
the routine that work provides,Unassigned
I would miss the relationships with my colleagues,Unassigned
the socialization with others,Unassigned
Physically moving sround,Unassigned
The young people and their energy,Unassigned
I would miss a constant paycheck,Unassigned
The companionship of my colleagues,Unassigned
having something to do.,Unassigned
The social interaction with other employees that challenge me mentally every day.,Unassigned
The kids I work with each day,Unassigned
Rethink new ways for career development and plan of action,Unassigned
"Aside from the money, I would miss the cooperation and shared goals of others.",Unassigned
I wouldn't miss a single thing.,Unassigned
Nothing. I work for a pay check to survive. If I did not have to I would fill my time with more meaningful things.,Unassigned
I would miss the routine and the feeling of belonging to something greater than myself.,Unassigned
The social interaction with coworkers,Unassigned
Being around others,Unassigned
I would not be able to pay for my living expenses.,Unassigned
Routine each day and some of my coworkers,Unassigned
I would miss my salary. I don’t come from a wealthy family so I would be in a lot of trouble,Unassigned
the challenges of solving some difficult problems,Unassigned
I would miss having a set schedule that keeps me on track.,Unassigned
Doing something productive,Unassigned
"A purpose each day, knowing I'm making a difference, even if there is no recognition or acknowledgement from others.",Unassigned
Supporting my families,Unassigned
Working with the children and seeing them learn and grow,Unassigned
Contact with people,Unassigned
Being able to work gives me satisfaction,Unassigned
I would miss my students,Unassigned
Getting up at a certain time,Unassigned
Art,Unassigned
I would miss the interaction with people and my opportunity to connect.,Unassigned
talking to my co workers.,Unassigned
pleasing others by doing my job really well.,Unassigned
working with others,Unassigned
Making money to provide for my family.,Unassigned
The relationships I’ve created with coworkers.,Unassigned
Seeing students be successful,Unassigned
I love for my mind to be busy and enjoy the work atmosphere if I quit working. The most joy is acoomplishing something and getting acknowledged for it. Plus I work with the best co-workers.,Unassigned
i'd miss being able to be independent,Unassigned
I would miss interacting with others and being able to support myself financially,Unassigned
The interactions with the people I work with.,Unassigned
working with students and seeing them grow,Unassigned
the interaction with a few of the people,Unassigned
My relationship with others,Unassigned
Having something to do all day,Unassigned
THE CHILDREN,Unassigned
I would lose my coop . I am barely surviving. I would have to move and hope for the best,Unassigned
Feeling productive and being able to help others/having community with my coworkers,Unassigned
take more walks and exercise,Unassigned
I would miss the social interactions.,Unassigned
Getting up and feeling useful,Unassigned
Being creative,Unassigned
Having a routine. Being able to think and use my skills,Unassigned
All I know is to work. I think I would go stir crazy.,Unassigned
I would miss taking care of people and making a difference in their lives,Unassigned
my friends and working my brain,Unassigned
I would miss having the money I need to have fun and enjoy my life,Unassigned
The ability to shop for whatever I wanted,Unassigned
I would miss the income. The joy comes from doing a good job and receiving compensation for the work,Unassigned
I’d miss my coworkers.,Unassigned
"Sense of belonging, purpose, being with people",Unassigned
Being around other people - I'd miss the people I work with,Unassigned
I would definitely ONLY miss my coworkers,Unassigned
"I wouldn't be making money. You need money in modern society to live. Therefore, I would be unhappy and unsatisfied.",Unassigned
helping people and learning new things,Unassigned
Being able to interact with people,Unassigned
The paycheck and socialization.,Unassigned
seeing people and interacting with them,Unassigned
"Being on the move, driving from site to site, getting to create something with my hands.",Unassigned
The money is what I would miss the most from working.,Unassigned
I love helping snd healing others.,Unassigned
comraderie with my coworkers and the social interaction,Unassigned
Having a paycheck and living in my house.,Unassigned
the relationships and sense of purpose,Unassigned
My income i wouldn't be able to have a home,Unassigned
the purpose,Unassigned
Some of the socialization.,Unassigned
Leaving the house in the morning driving on my cimmute,Unassigned
I would miss the money. I like to solve & fix problems,Unassigned
Am I still financially stable? If I stopped working and had money to live I would miss nothing about my job.,Unassigned
I would miss working with the students who honestly care about their futures. They keep me young and I enjoy my interactions with them.,Unassigned
A routine and spending time with the children. Seeing them grow is beautiful.,Unassigned
getting to be around people,Unassigned
"I love my paycheck. I could retire anytime, but I’m money hungry.",Unassigned
My coworkers and having a purpose,Unassigned
I wouldn't be able to help people I love helping people feel better,Unassigned
"My work does give me fulfillment and the opportunity to have a positive impact on other people, even though the pay is laughably bad. The main perk of my job is that I at least do get to do what I enjoy doing making it feel less laborious despite the long hours",Unassigned
"Having money, seeing my clients",Unassigned
"Miss my income, clients that are happy with my work",Unassigned
travel & family is the most satisfaction.,Unassigned
nothing would be missed,Unassigned
I would miss my interaction with people on a daily basis and being able to help people lead a better life.,Unassigned
I'd miss being around people.,Unassigned
Helping people and seeing them learn new skills to succeed in life.,Unassigned
If I was to suddenly start working what I think I miss the most is my financial security. What gives me the most joy and satisfaction from work is financial gain,Unassigned
I wouldn't miss a thing. My #1 goal in life is to own my time so I can pursue my own interests and hobbies and not have to trade me time for $$. I get personal satisfaction from anything that I do with my hands or is a labor of physical activity. Be it standard or creative.,Unassigned
Having a home,Unassigned
I would miss being able to change individuals lives positively,Unassigned
Knowing i wont be able to help people and the social interactions with coworkers,Unassigned
The money and benefits I get from work.,Unassigned
the day to day,Unassigned
The analytical part of my job,Unassigned
My coworkers and the ability to solve problems at this level/,Unassigned
Routine and money,Unassigned
I would miss having a steady paycheck and health benefits. I would miss working with books and providing access to patrons.,Unassigned
I would miss the mental challenge and sense of accomplishment.,Unassigned
The joy of helping the people I service each day,Unassigned
feeling needed or useful,Unassigned
my students,Unassigned
Having a purpose to get up in the morning and Erna income,Unassigned
Friends I’ve made at work,Unassigned
Interactions and socializing with other people.,Unassigned
I would miss the paycheck the most. I would not be able to live without my salary,Unassigned
my identity,Unassigned
"Having a chance to just be me, I would miss some of the people I work with or some of the people some places I go",Unassigned
sense of purpose each day. Completing tasks and doing my job well,Unassigned
Being around my co-workers,Unassigned
I would miss the paycheck the most.,Unassigned
THE MONEY AND MEMBERS,Unassigned
"Social activity, trying to help people change their life.",Unassigned
My clients I love them.,Unassigned
I would miss making a difference in the world.,Unassigned
The interaction,Unassigned
Being able to use critical thinking.,Unassigned
My grandkids.,Unassigned
I would miss having something to do during the day.,Unassigned
I would be bored and starve to death,Unassigned
I would miss out on the things my paycheck provide. I wouldn’t want my family to have to give up anything.,Unassigned
Making a difference in this world. Showing acts of kindness because they,Unassigned
My co-workers and the joy my job brings me,Unassigned
Having steady income.,Unassigned
Seeing the people at work.,Unassigned
Being able to fund my hobbies,Unassigned
The people and the money,Unassigned
Profits are what I would miss besides my colleagues,Unassigned
I just love making money,Unassigned
a community of like minded people collaborating on projects to benefit others,Unassigned
Being independent and not having to rely on anyone for anything,Unassigned
The paycheck and just doing my job. I enjoy it.,Unassigned
I like to help contribute income in the household,Unassigned
The patience,Unassigned
the morale at work,Unassigned
Having a positive effect on the lives of others.,Unassigned
structure of work week,Unassigned
Relationships with coworkers,Unassigned
"If I suddenly stopped working at my job, my residents and coworkers is what I would miss the most.",Unassigned
I would miss being able to test and make sure the results are good,Unassigned
i would not stop working am joyful knowing am making good changes where i work,Unassigned
people,Unassigned
MY PEOPLE I WORK WITH,Unassigned
"Income, satisfaction of meaning ful engageto society.",Unassigned
Inteeraction with other employees,Unassigned
money lol,Unassigned
Interactions with people,Unassigned
I would miss my independence I feel like if I stopped working I couldn't buy stuff I like because if my husband bought everything for me would make me feel useless. Work gives me independece even if I don't get paidd that much,Unassigned
Being around people and helping customers,Unassigned
"Nothing at all, I want my freedom.",Unassigned
"My crush and friend, the pay. Having something to do for a lot of the day.",Unassigned
Working with others and the outdoors,Unassigned
If I didn't have to worry about money I would stop working today and not miss a damn thing.,Unassigned
My income to take care of my family,Unassigned
Making money on a consistent basis.,Unassigned
What will give me joy because I learnt a lot something dear,Unassigned
A paycheck,Unassigned
being with others,Unassigned
I am a classroom teacher and I would miss teaching and nurturing my4/5 year olds,Unassigned
I would miss a few of my supervisors and managers,Unassigned
Being a part of a growing successful start up Media company,Unassigned
I would not miss a thing as long as in this question I had enough money to suddenly stop working.,Unassigned
"Keepimg busy, extra money and challengs",Unassigned
Challenging my mind,Unassigned
"Helping people, and meeting and helping new people. And stocking product/organizing product.",Unassigned
I would miss the sense of purpose and the sense that what I'm doing does not only provide a paycheck but also is helping many people.,Unassigned
My friends and colleagues,Unassigned
accomplishments,Unassigned
Using my skills to create something,Unassigned
I'll miss the paycheck. Paycheck and positive feedback give me joy,Unassigned
I would miss seeing the people Im working with the most,Unassigned
Interactions with my team.,Unassigned
Interactions with customers,Unassigned
Feeling connected and relevant in society,Unassigned
Riding the Lightrail nice quiet ride. And some of the Staffing,Unassigned
"the creativity, the colleagues, the sense of purpose",Unassigned
"The challenge, the creativity and the connections",Unassigned
I will miss my day to day going and coming in I don't like sitting in one place,Unassigned
The health benefits,Unassigned
"Money, vacation and sick time. Friends",Unassigned
Being able to remain busy and healthy.,Unassigned
Cash flow,Unassigned
social,Unassigned
the fact that i am working,Unassigned
If I stopped working I would be homeless.,Unassigned
"I would not miss anything at all, since I have so many other activities that always keep me busy.",Unassigned
Joy of the kids,Unassigned
I need the money. It gives my day structure and I get to learn about new things each day.,Unassigned
relationships with coworkers/helping people,Unassigned
I get to be creative and I really enjoy that.,Unassigned
Nothing—I would love it,Unassigned
Troubleshooting problems,Unassigned
Having tasks to accomplish,Unassigned
Often that is the only time I see other people.,Unassigned
"Extra income, feeling needed, isolation,vl missing customers",Unassigned
The people I work with and my students,Unassigned
I WOULD MISS WORKING. I AM A SELF PROCLAIMED WORKAHOLIC AND WOULDNT KNOW WHAT TO DO WITH MYSELF,Unassigned
Getting a steady pay check,Unassigned
Being with family,Unassigned
The money and being social,Unassigned
the fun,Unassigned
There are a few people I would miss,Unassigned
I would miss the most is having an income.,Unassigned
Environment,Unassigned
Interaction with my students,Unassigned
having something to do,Unassigned
"Nothing... I have been forced back to work by the corporate greedflation. After several years of not needing to work, I never wanted to have a job again.",Unassigned
"People, friends",Unassigned
I like interacting with coworkers and sometimes enjoy working interesting events.,Unassigned
I will miss my encounters with ambitious and hard-working people.,Unassigned
I like to stay busy and have a sense of purpose.,Unassigned
Helping people get the medicine they need,Unassigned
Meaning in my day to day,Unassigned
I miss being with my family the most.,Unassigned
"Friends, Being outside, cooking",Unassigned
"The income. Besides that, the mental challenge/stimulation.",Unassigned
"Aside from missing my check, I would miss working with students",Unassigned
I can't seat at work without doing my job,Unassigned
The fun and anticipation while working,Unassigned
I'm not stop working,Unassigned
Money and relationships,Unassigned
Just having employees work hard.,Unassigned
seeing people happy and a job well done,Unassigned
I would miss the positive sense of purpose.,Unassigned
Because be the best for something,Unassigned
Accomplishing something,Unassigned
Connecting with people,Unassigned
My coworkers. We talk about good things.,Unassigned
The opportunity to make a positive impact on the community through my work is what I treasure the most. Knowing that I'm contributing to social change and improvement is deeply satisfying.,Unassigned
Earn,Unassigned
I would miss the money and socializing with others,Unassigned
Staying productive,Unassigned
"Being part of a team, or having a shared goal to accomplish",Unassigned
Seeing coworkers,Unassigned
Expressing your own value is the most important thing,Unassigned
Having a clear task to acomplish helps me feel like I'm providing something to the people around me,Unassigned
Actually getting up an doing something everyday,Unassigned
My income,Unassigned
Probably a few of my coworkers,Unassigned
"Making breakthroughs and having truly new ideas, testing out things and seeing the outcome of experiments",Unassigned
Honestly I would miss the salary but I do get satisfaction from doing my job well,Unassigned
My relationships with my coworkers,Unassigned
My client,Unassigned
Time spent working hard with colleagues,Unassigned
I could not stop working I would not be able to live or provide for myself. But I would be bored also.,Unassigned
Being able to help people.,Unassigned
"Interaction with the children, having to see their smiles and hearing their thoughts.",Unassigned
"Engaging with a wide variety of questions, helping people find information, solve problems, and learn new things brings a great deal of satisfaction.",Unassigned
Money. I would not miss working at all,Unassigned
Making people smile and laugh,Unassigned
Nothing. I would love to stop working,Unassigned
helping others,Unassigned
Keeps me busy,Unassigned
"Income, feeling of improving the world, personal connections, intellectual stimulation",Unassigned
"I will miss my co worker and stop working, it's only thing can imagine, to earn money",Unassigned
Working for money. If I lost my job I'd have to panhandle,Unassigned
Nothing. I look forward to retiring.,Unassigned
making money,Unassigned
"I'd miss spending time with my coworkers, they're fun people to talk to.",Unassigned
The work itself,Unassigned
U would miss the money and seeing different people.,Unassigned
Feeling financially independant,Unassigned
"I've had to do that throughout life but they are major medical setbacks, surgeries, hospitalizations since youth",Unassigned
Cooking and interacting with customers,Unassigned
My associates,Unassigned
Feeling like I'm needed,Unassigned
The co-workers I'd miss. I don't know what give me satisfaction at work,Unassigned
I would miss having something to do every morning. I would miss have a purpose. I don’t want to wake up with nothing to do everyday.,Unassigned
